# sample synthetic data for demonstration purposes only (not real measurement)
# zero_cal_ok=1 zero_cal_mean_mm=5.0002 zero_cal_stddev_mm=0.0009 zero_cal_n=30
elapsed_ms,T1_C,T2_C,T3_C,indicator_mm,disp_mm,spc_valid,fault1,fault2,fault3,cold_junction_1_C,cold_junction_2_C,cold_junction_3_C
917000,94.599,73.283,53.923,5.2579,0.2582,1,0,0,0,24.125,23.914,24.186
918000,94.498,73.226,53.772,5.2579,0.2582,1,0,0,0,24.351,23.925,24.136
919000,94.572,73.440,54.035,5.2593,0.2596,1,0,0,0,23.926,24.159,24.165
920000,94.735,73.287,54.080,5.2576,0.2579,1,0,0,0,24.187,24.263,23.947
921000,94.555,73.385,53.894,5.2591,0.2595,1,0,0,0,24.247,24.297,23.828
922000,94.527,73.422,54.055,5.2565,0.2568,1,0,0,0,23.406,24.134,23.964
923000,94.747,73.459,54.096,5.2611,0.2615,1,0,0,0,23.876,23.460,24.150
924000,94.802,73.542,54.074,5.2599,0.2602,1,0,0,0,24.285,23.898,23.347
925000,94.661,73.454,54.036,5.2586,0.2589,1,0,0,0,24.082,24.691,24.118
926000,94.758,73.509,54.200,5.2586,0.2589,1,0,0,0,23.641,24.112,24.093
927000,94.801,73.552,54.106,5.2595,0.2598,1,0,0,0,23.271,24.110,24.019
928000,94.651,73.587,54.039,5.2606,0.2609,1,0,0,0,23.890,24.108,23.955
929000,94.687,73.605,54.013,5.2605,0.2608,1,0,0,0,23.979,24.125,23.230
930000,94.841,73.654,54.298,5.2594,0.2597,1,0,0,0,23.735,23.285,23.868
931000,94.893,73.709,54.265,5.2593,0.2596,1,0,0,0,24.043,23.928,24.537
932000,94.820,73.694,54.242,5.2614,0.2617,1,0,0,0,24.152,23.989,24.004
933000,94.720,73.721,54.220,5.2592,0.2595,1,0,0,0,24.201,24.384,23.908
934000,94.966,73.580,54.232,5.2605,0.2608,1,0,0,0,23.293,24.014,24.005
935000,94.780,73.733,54.207,5.2606,0.2609,1,0,0,0,23.606,23.506,24.106
936000,94.812,73.789,54.278,5.2611,0.2614,1,0,0,0,23.909,24.129,24.198
937000,94.882,73.830,54.162,5.2619,0.2623,1,0,0,0,24.172,23.759,23.931
938000,94.994,73.738,54.292,5.2589,0.2593,1,0,0,0,24.147,23.635,24.127
939000,94.954,73.762,54.346,5.2580,0.2584,1,0,0,0,24.142,23.750,24.503
940000,94.935,73.791,54.438,5.2602,0.2606,1,0,0,0,23.885,24.163,24.302
941000,94.954,73.901,54.406,5.2640,0.2643,1,0,0,0,23.902,24.378,24.702
942000,94.936,73.962,54.491,5.2646,0.2649,1,0,0,0,23.782,24.145,23.803
943000,94.993,73.869,54.555,5.2643,0.2646,1,0,0,0,24.230,24.190,24.503
944000,94.761,73.995,54.551,5.2611,0.2614,1,0,0,0,23.724,24.142,23.763
945000,94.955,73.954,54.523,5.2589,0.2592,1,0,0,0,24.255,24.030,24.106
946000,95.014,73.955,54.505,5.2581,0.2585,1,0,0,0,24.062,24.209,24.220
947000,94.918,73.970,54.445,5.2605,0.2608,1,0,0,0,23.986,23.274,23.847
948000,95.056,74.067,54.601,5.2618,0.2621,1,0,0,0,23.803,24.033,24.026
949000,95.024,74.055,54.696,5.2641,0.2644,1,0,0,0,23.593,23.687,24.273
950000,95.196,74.232,54.607,5.2640,0.2643,1,0,0,0,23.806,24.349,23.787
951000,95.196,74.003,54.752,5.2628,0.2631,1,0,0,0,23.901,23.956,24.501
952000,95.048,74.134,54.496,5.2607,0.2610,1,0,0,0,23.289,24.009,23.585
953000,95.089,74.071,54.544,5.2606,0.2609,1,0,0,0,23.941,23.548,24.582
954000,95.110,74.065,54.724,5.2628,0.2631,1,0,0,0,24.277,24.305,24.300
955000,95.095,74.154,54.696,5.2635,0.2639,1,0,0,0,24.170,24.188,23.973
956000,95.161,74.187,54.798,5.2634,0.2637,1,0,0,0,23.851,24.167,23.879
957000,95.100,74.430,54.711,5.2615,0.2619,1,0,0,0,24.014,23.756,23.848
958000,95.085,74.203,54.661,5.2635,0.2638,1,0,0,0,23.833,23.768,23.959
959000,95.240,74.148,54.733,5.2634,0.2637,1,0,0,0,24.045,24.067,23.985
960000,95.255,74.281,54.646,5.2613,0.2616,1,0,0,0,24.462,23.792,24.377
961000,95.155,74.114,54.697,5.2613,0.2616,1,0,0,0,24.291,24.130,24.591
962000,95.306,74.293,54.883,5.2644,0.2648,1,0,0,0,24.156,23.352,24.060
963000,95.198,74.323,54.894,5.2630,0.2633,1,0,0,0,23.852,23.854,23.746
964000,95.284,74.406,54.872,5.2660,0.2663,1,0,0,0,24.225,24.539,23.836
965000,95.344,74.440,54.724,5.2643,0.2646,1,0,0,0,23.494,24.132,23.945
966000,95.290,74.343,54.851,5.2627,0.2630,1,0,0,0,23.924,24.050,23.691
967000,95.343,74.391,54.801,5.2635,0.2638,1,0,0,0,24.175,24.596,23.646
968000,95.280,74.363,55.011,5.2638,0.2641,1,0,0,0,24.222,23.299,24.629
969000,95.320,74.354,54.889,5.2625,0.2628,1,0,0,0,24.201,23.755,24.091
970000,95.334,74.489,54.867,5.2625,0.2628,1,0,0,0,24.088,23.880,23.750
971000,95.304,74.383,54.975,5.2648,0.2651,1,0,0,0,23.941,24.258,24.245
972000,95.364,74.472,54.940,5.2652,0.2655,1,0,0,0,24.161,24.263,23.646
973000,95.269,74.446,55.128,5.2649,0.2653,1,0,0,0,23.714,23.740,23.671
974000,95.367,74.590,54.969,5.2665,0.2668,1,0,0,0,23.747,24.299,23.759
975000,95.398,74.710,54.934,5.2637,0.2640,1,0,0,0,24.019,23.879,24.496
976000,95.414,74.482,54.892,5.2665,0.2668,1,0,0,0,24.052,24.363,23.924
977000,95.430,74.458,55.081,5.2629,0.2632,1,0,0,0,23.452,23.690,23.267
978000,95.458,74.616,55.056,5.2631,0.2634,1,0,0,0,24.137,23.963,24.363
979000,95.515,74.647,55.005,5.2620,0.2623,1,0,0,0,24.232,23.853,23.908
980000,95.561,74.684,55.233,5.2645,0.2648,1,0,0,0,23.977,24.317,23.445
981000,95.452,74.650,55.209,5.2641,0.2644,1,0,0,0,24.712,23.843,23.905
982000,95.422,74.690,55.172,5.2656,0.2660,1,0,0,0,23.795,23.987,24.156
983000,95.449,74.755,55.302,5.2656,0.2659,1,0,0,0,23.892,24.152,24.121
984000,95.507,74.829,55.264,5.2636,0.2639,1,0,0,0,23.881,24.164,24.540
985000,95.531,74.609,55.163,5.2643,0.2646,1,0,0,0,23.977,24.266,23.744
986000,95.511,74.755,55.164,5.2646,0.2649,1,0,0,0,23.901,24.063,24.014
987000,95.483,74.822,55.331,5.2628,0.2631,1,0,0,0,23.578,23.875,23.790
988000,95.563,74.751,55.315,5.2640,0.2643,1,0,0,0,23.836,23.895,23.537
989000,95.628,74.982,55.315,5.2648,0.2652,1,0,0,0,23.971,24.008,24.266
990000,95.675,74.813,55.252,5.2678,0.2681,1,0,0,0,24.369,24.075,24.139
991000,95.596,74.880,55.386,5.2661,0.2665,1,0,0,0,24.661,23.956,24.085
992000,95.621,74.947,55.295,5.2669,0.2672,1,0,0,0,24.401,24.006,24.128
993000,95.593,74.875,55.365,5.2636,0.2639,1,0,0,0,23.767,23.545,23.794
994000,95.678,74.794,55.507,5.2678,0.2681,1,0,0,0,23.791,24.200,23.698
995000,95.626,74.927,55.356,5.2679,0.2682,1,0,0,0,23.952,24.054,24.011
996000,95.753,75.063,55.301,5.2633,0.2637,1,0,0,0,24.535,24.301,24.348
997000,95.577,74.973,55.361,5.2649,0.2652,1,0,0,0,23.950,24.000,24.482
998000,95.704,74.951,55.542,5.2672,0.2675,1,0,0,0,23.602,23.478,24.239
999000,95.770,75.112,55.501,5.2678,0.2681,1,0,0,0,23.850,23.892,24.009
1000000,95.774,75.031,55.488,NaN,NaN,0,0,0,0,24.227,23.940,24.081
1001000,95.988,75.036,55.476,5.2665,0.2668,1,0,0,0,24.207,24.223,24.003
1002000,95.813,75.108,55.573,5.2661,0.2664,1,0,0,0,23.940,23.379,23.692
1003000,95.718,75.176,55.484,5.2670,0.2673,1,0,0,0,24.205,24.012,24.007
1004000,95.803,75.324,55.594,5.2692,0.2695,1,0,0,0,23.318,24.154,23.600
1005000,95.682,75.219,55.529,5.2658,0.2661,1,0,0,0,24.031,23.802,23.963
1006000,95.830,75.265,55.533,5.2687,0.2691,1,0,0,0,24.258,24.022,24.491
1007000,95.783,75.150,55.572,5.2658,0.2661,1,0,0,0,23.750,23.812,24.247
1008000,95.935,75.128,55.610,5.2660,0.2663,1,0,0,0,23.749,23.781,23.723
1009000,95.831,75.233,55.654,5.2686,0.2689,1,0,0,0,23.440,23.877,23.978
1010000,95.878,75.256,55.694,5.2689,0.2693,1,0,0,0,24.477,23.787,23.750
1011000,95.849,75.180,55.398,5.2682,0.2685,1,0,0,0,23.784,24.205,23.981
1012000,96.052,75.271,55.646,5.2658,0.2661,1,0,0,0,24.072,23.780,24.312
1013000,95.899,75.336,55.697,5.2671,0.2674,1,0,0,0,24.181,23.729,24.196
1014000,96.084,75.351,55.866,5.2696,0.2699,1,0,0,0,24.454,24.530,24.745
1015000,96.015,75.381,55.677,5.2681,0.2684,1,0,0,0,23.954,24.288,24.358
1016000,96.001,75.383,55.794,5.2666,0.2669,1,0,0,0,23.838,23.442,24.061
1017000,96.004,75.338,55.918,5.2690,0.2693,1,0,0,0,24.052,23.771,24.203
1018000,96.019,75.356,55.710,5.2669,0.2672,1,0,0,0,24.385,24.073,23.939
1019000,95.845,75.319,55.864,5.2706,0.2709,1,0,0,0,23.949,24.097,23.662
1020000,95.989,75.577,55.786,5.2709,0.2712,1,0,0,0,23.714,23.553,24.392
1021000,96.092,75.453,55.827,5.2694,0.2697,1,0,0,0,23.538,24.348,24.303
1022000,96.032,75.453,55.821,5.2704,0.2708,1,0,0,0,23.634,24.248,23.928
1023000,95.936,75.415,55.844,5.2683,0.2686,1,0,0,0,24.259,24.145,24.082
1024000,96.056,75.742,56.137,5.2707,0.2710,1,0,0,0,23.904,24.407,24.372
1025000,96.209,75.440,56.004,5.2711,0.2715,1,0,0,0,23.818,24.136,24.254
1026000,96.184,75.510,56.042,5.2695,0.2698,1,0,0,0,23.785,24.135,23.561
1027000,96.092,75.595,56.011,5.2687,0.2690,1,0,0,0,24.026,24.467,24.073
1028000,96.185,75.628,55.860,5.2665,0.2668,1,0,0,0,23.928,24.330,23.950
1029000,96.091,75.675,56.037,5.2692,0.2695,1,0,0,0,23.918,23.748,24.334
1030000,95.996,75.761,56.109,5.2707,0.2710,1,0,0,0,24.405,24.190,24.309
1031000,96.070,75.675,55.972,5.2706,0.2709,1,0,0,0,24.461,23.801,24.396
1032000,96.281,75.568,56.135,5.2703,0.2706,1,0,0,0,23.517,24.151,23.665
1033000,96.146,75.650,56.131,5.2687,0.2690,1,0,0,0,24.098,24.143,23.765
1034000,96.160,75.713,56.240,5.2668,0.2671,1,0,0,0,23.767,23.585,24.334
1035000,96.167,75.872,56.075,5.2691,0.2694,1,0,0,0,23.926,23.963,23.823
1036000,96.355,75.613,56.038,5.2691,0.2694,1,0,0,0,24.093,24.080,23.544
1037000,96.345,75.839,56.114,5.2697,0.2700,1,0,0,0,23.936,23.869,24.160
1038000,96.404,75.775,56.274,5.2713,0.2716,1,0,0,0,24.069,24.094,23.836
1039000,96.225,75.845,56.030,5.2728,0.2731,1,0,0,0,24.202,24.242,24.537
1040000,96.273,75.788,56.028,5.2700,0.2703,1,0,0,0,24.088,23.991,24.089
1041000,96.139,75.746,56.218,5.2695,0.2698,1,0,0,0,23.806,24.067,24.048
1042000,96.390,75.891,56.192,5.2701,0.2704,1,0,0,0,23.811,24.415,23.889
1043000,96.190,75.901,56.245,5.2704,0.2707,1,0,0,0,23.568,24.142,24.477
1044000,96.312,75.944,56.337,5.2694,0.2697,1,0,0,0,23.744,24.060,24.108
1045000,96.219,75.883,56.234,5.2704,0.2707,1,0,0,0,24.589,23.713,23.877
1046000,96.271,75.854,56.145,5.2708,0.2711,1,0,0,0,23.762,24.201,23.762
1047000,96.262,75.795,56.475,5.2708,0.2711,1,0,0,0,23.642,24.099,23.978
1048000,96.292,76.002,56.249,5.2713,0.2716,1,0,0,0,24.096,24.385,23.707
1049000,96.308,75.988,56.261,5.2713,0.2716,1,0,0,0,23.967,24.014,24.309
1050000,96.319,75.895,56.450,5.2681,0.2684,1,0,0,0,23.941,23.455,23.457
1051000,96.440,75.946,56.348,5.2718,0.2722,1,0,0,0,24.423,23.490,23.958
1052000,96.297,75.969,56.390,5.2698,0.2701,1,0,0,0,24.165,24.221,24.183
1053000,96.414,75.905,56.451,5.2693,0.2696,1,0,0,0,23.841,23.829,24.103
1054000,96.504,75.976,56.516,5.2696,0.2700,1,0,0,0,23.873,24.131,23.785
1055000,96.377,75.968,56.419,5.2716,0.2719,1,0,0,0,23.849,24.034,24.198
1056000,96.372,76.043,56.584,5.2710,0.2713,1,0,0,0,24.262,23.950,23.734
1057000,96.422,76.034,56.308,5.2684,0.2688,1,0,0,0,23.908,23.971,23.993
1058000,96.545,75.980,56.556,5.2722,0.2725,1,0,0,0,23.462,23.740,24.196
1059000,96.477,76.289,56.445,5.2696,0.2700,1,0,0,0,23.986,23.995,24.139
1060000,96.430,76.245,56.638,5.2721,0.2725,1,0,0,0,23.539,23.825,23.797
1061000,96.522,76.099,56.556,5.2720,0.2723,1,0,0,0,24.655,23.888,24.359
1062000,96.406,76.200,56.508,5.2729,0.2732,1,0,0,0,23.710,23.903,24.026
1063000,96.559,76.229,56.631,5.2748,0.2751,1,0,0,0,23.951,23.932,24.223
1064000,96.548,76.308,56.666,5.2702,0.2706,1,0,0,0,24.077,24.277,24.459
1065000,96.502,76.164,56.662,5.2718,0.2722,1,0,0,0,23.913,23.961,24.335
1066000,96.470,76.334,56.545,5.2716,0.2719,1,0,0,0,23.913,24.307,24.336
1067000,96.477,76.219,56.605,5.2726,0.2729,1,0,0,0,24.127,24.461,24.058
1068000,96.601,76.173,56.660,5.2724,0.2727,1,0,0,0,24.458,24.256,24.238
1069000,96.667,76.355,56.673,5.2721,0.2724,1,0,0,0,24.230,24.160,24.064
1070000,96.528,76.417,56.753,5.2720,0.2723,1,0,0,0,24.444,24.098,23.637
1071000,96.626,76.537,56.548,5.2710,0.2713,1,0,0,0,23.686,24.260,24.091
1072000,96.433,76.251,56.752,5.2736,0.2739,1,0,0,0,24.095,24.027,24.077
1073000,96.564,76.420,56.719,5.2733,0.2736,1,0,0,0,24.047,24.295,24.175
1074000,96.619,76.348,56.691,5.2739,0.2742,1,0,0,0,24.105,24.184,23.962
1075000,96.559,76.460,56.715,5.2722,0.2726,1,0,0,0,24.413,23.892,23.772
1076000,96.567,76.296,56.774,5.2715,0.2718,1,0,0,0,23.934,24.269,24.197
1077000,96.599,76.329,56.519,5.2706,0.2709,1,0,0,0,23.878,24.027,23.606
1078000,96.686,76.385,56.767,5.2734,0.2737,1,0,0,0,24.160,23.968,24.438
1079000,96.658,76.470,56.769,5.2714,0.2717,1,0,0,0,23.467,23.857,23.931
1080000,96.504,76.428,56.898,5.2756,0.2759,1,0,0,0,23.929,24.050,24.074
1081000,96.523,76.549,56.807,5.2710,0.2713,1,0,0,0,23.960,24.299,24.168
1082000,96.654,76.595,56.870,5.2738,0.2741,1,0,0,0,23.724,24.267,24.177
1083000,96.750,76.577,57.027,5.2761,0.2764,1,0,0,0,24.317,24.106,23.577
1084000,96.503,76.675,56.999,5.2744,0.2747,1,0,0,0,23.681,24.180,24.247
1085000,96.693,76.595,57.008,5.2739,0.2742,1,0,0,0,23.959,24.382,24.091
1086000,96.701,76.480,56.912,5.2718,0.2721,1,0,0,0,24.088,23.955,23.809
1087000,96.864,76.703,57.011,5.2721,0.2724,1,0,0,0,24.406,23.665,23.775
1088000,96.732,76.562,56.965,5.2747,0.2750,1,0,0,0,23.997,24.390,23.900
1089000,96.804,76.699,56.984,5.2763,0.2766,1,0,0,0,24.281,23.841,23.610
1090000,96.794,76.768,57.049,5.2736,0.2739,1,0,0,0,24.210,23.793,24.517
1091000,96.622,76.695,56.984,5.2720,0.2723,1,0,0,0,24.037,23.461,24.446
1092000,96.864,76.555,57.167,5.2704,0.2707,1,0,0,0,23.673,24.171,24.136
1093000,96.830,76.617,57.051,5.2725,0.2728,1,0,0,0,23.570,23.514,23.933
1094000,96.863,76.813,57.129,5.2744,0.2747,1,0,0,0,24.032,23.775,23.941
1095000,97.146,76.709,57.212,5.2773,0.2776,1,0,0,0,23.837,24.176,24.227
1096000,96.675,76.745,57.194,5.2752,0.2755,1,0,0,0,24.276,24.217,24.527
1097000,96.989,76.815,57.014,5.2750,0.2753,1,0,0,0,24.224,23.804,23.829
1098000,96.838,76.826,57.178,5.2740,0.2743,1,0,0,0,23.945,23.960,23.665
1099000,96.894,76.809,57.227,5.2739,0.2742,1,0,0,0,23.653,23.738,24.464
1100000,96.877,76.786,57.246,5.2768,0.2771,1,0,0,0,24.153,23.835,23.464
1101000,96.856,76.793,57.101,5.2748,0.2751,1,0,0,0,23.695,24.080,23.697
1102000,96.854,76.902,57.153,5.2716,0.2719,1,0,0,0,23.772,23.850,23.926
1103000,96.935,76.894,57.301,5.2741,0.2744,1,0,0,0,23.706,23.927,23.532
1104000,96.797,76.845,57.176,5.2733,0.2736,1,0,0,0,23.958,23.561,24.334
1105000,96.988,76.968,57.229,5.2744,0.2747,1,0,0,0,24.351,24.340,24.257
1106000,96.904,76.886,57.395,5.2760,0.2763,1,0,0,0,23.998,24.153,23.828
1107000,96.856,76.844,57.280,5.2747,0.2750,1,0,0,0,23.867,24.238,24.384
1108000,96.920,76.867,57.242,5.2748,0.2751,1,0,0,0,23.542,24.387,24.435
1109000,97.066,76.865,57.245,5.2771,0.2774,1,0,0,0,24.166,23.752,23.966
1110000,96.932,76.937,57.357,5.2742,0.2745,1,0,0,0,23.766,23.892,23.865
1111000,97.013,77.073,57.240,5.2783,0.2786,1,0,0,0,24.035,23.432,24.678
1112000,96.935,76.926,57.342,5.2742,0.2745,1,0,0,0,23.894,24.942,24.216
1113000,97.063,77.020,57.404,5.2759,0.2762,1,0,0,0,24.251,23.955,24.077
1114000,97.066,76.968,57.497,5.2753,0.2757,1,0,0,0,23.953,24.312,24.409
1115000,97.169,77.015,57.462,5.2762,0.2765,1,0,0,0,23.982,23.629,24.091
1116000,97.016,76.931,57.367,5.2761,0.2764,1,0,0,0,24.146,24.299,23.848
1117000,97.092,77.049,57.534,5.2767,0.2770,1,0,0,0,24.632,24.557,24.024
1118000,97.056,77.067,57.431,5.2747,0.2750,1,0,0,0,24.267,23.982,24.312
1119000,97.161,77.141,57.371,5.2744,0.2747,1,0,0,0,23.973,23.697,23.402
1120000,97.009,77.131,57.472,5.2797,0.2800,1,0,0,0,24.001,23.958,23.914
1121000,97.135,77.032,57.616,5.2755,0.2758,1,0,0,0,23.843,23.332,24.415
1122000,97.068,77.230,57.529,5.2774,0.2777,1,0,0,0,23.715,23.989,23.846
1123000,97.088,77.175,57.533,5.2739,0.2742,1,0,0,0,23.834,24.246,24.464
1124000,97.109,77.189,57.678,5.2762,0.2765,1,0,0,0,23.768,23.989,24.424
1125000,97.131,77.188,57.448,5.2761,0.2764,1,0,0,0,24.196,23.915,23.980
1126000,97.110,77.162,57.475,5.2769,0.2772,1,0,0,0,23.679,24.158,23.829
1127000,97.146,77.236,57.463,5.2723,0.2726,1,0,0,0,24.400,24.181,23.914
1128000,97.263,77.272,57.638,5.2772,0.2775,1,0,0,0,24.226,23.502,24.799
1129000,97.225,77.109,57.636,5.2748,0.2751,1,0,0,0,24.006,24.027,24.562
1130000,97.224,77.220,57.762,5.2774,0.2777,1,0,0,0,24.000,24.731,24.038
1131000,97.127,77.258,57.673,5.2752,0.2755,1,0,0,0,23.833,23.599,23.818
1132000,97.101,77.314,57.636,5.2755,0.2758,1,0,0,0,24.081,23.974,24.035
1133000,97.257,77.404,57.684,5.2768,0.2772,1,0,0,0,24.326,24.583,24.073
1134000,97.260,77.261,57.708,5.2754,0.2757,1,0,0,0,23.789,24.331,23.627
1135000,97.316,77.298,57.580,5.2763,0.2766,1,0,0,0,23.540,23.846,24.024
1136000,97.158,77.311,57.946,5.2755,0.2758,1,0,0,0,24.211,24.062,24.397
1137000,97.197,77.303,57.786,5.2744,0.2747,1,0,0,0,24.097,23.999,23.460
1138000,97.093,77.354,57.776,5.2786,0.2789,1,0,0,0,23.664,23.776,24.248
1139000,97.201,77.458,57.823,5.2756,0.2759,1,0,0,0,23.780,23.978,24.412
1140000,97.321,77.327,57.846,5.2772,0.2775,1,0,0,0,23.742,23.916,23.832
1141000,97.212,77.460,57.793,5.2786,0.2789,1,0,0,0,23.783,24.034,24.508
1142000,97.309,77.304,57.769,5.2763,0.2767,1,0,0,0,23.903,23.775,23.793
1143000,97.251,77.410,57.882,5.2763,0.2766,1,0,0,0,23.920,23.617,24.132
1144000,97.300,77.443,57.880,5.2781,0.2784,1,0,0,0,23.805,23.988,23.908
1145000,97.191,77.618,57.799,5.2795,0.2798,1,0,0,0,23.773,24.515,23.908
1146000,97.298,77.477,57.992,5.2762,0.2765,1,0,0,0,23.931,24.025,23.815
1147000,97.060,77.337,57.917,5.2769,0.2773,1,0,0,0,24.050,23.901,24.210
1148000,97.293,77.368,57.967,5.2751,0.2754,1,0,0,0,23.905,24.226,24.255
1149000,97.186,77.545,58.035,5.2774,0.2777,1,0,0,0,24.348,23.953,23.981
1150000,97.421,77.605,57.940,5.2784,0.2787,1,0,0,0,24.152,24.560,23.592
1151000,97.395,77.601,57.978,5.2771,0.2774,1,0,0,0,23.523,23.999,24.121
1152000,97.378,77.598,58.033,5.2777,0.2780,1,0,0,0,24.157,24.210,24.127
1153000,97.470,77.692,57.925,5.2765,0.2768,1,0,0,0,24.182,23.774,23.935
1154000,97.281,77.570,58.002,5.2783,0.2786,1,0,0,0,23.870,24.151,24.560
1155000,97.505,77.699,58.022,5.2804,0.2807,1,0,0,0,23.551,24.083,23.531
1156000,97.448,77.511,57.950,5.2765,0.2769,1,0,0,0,24.002,23.983,23.335
1157000,97.362,77.584,58.227,5.2777,0.2780,1,0,0,0,23.998,23.849,23.781
1158000,97.480,77.526,57.944,5.2790,0.2793,1,0,0,0,23.664,23.809,24.213
1159000,97.309,77.663,57.967,5.2801,0.2804,1,0,0,0,23.565,24.085,23.683
1160000,97.339,77.695,58.191,5.2765,0.2769,1,0,0,0,23.974,24.189,23.706
1161000,97.364,77.722,58.157,5.2786,0.2789,1,0,0,0,23.930,23.962,24.285
1162000,97.379,77.732,58.033,5.2791,0.2794,1,0,0,0,23.875,24.086,24.139
1163000,97.344,77.667,58.178,5.2786,0.2789,1,0,0,0,23.975,23.989,24.113
1164000,97.535,77.740,58.261,5.2756,0.2759,1,0,0,0,23.669,24.030,24.234
1165000,97.424,77.649,58.156,5.2795,0.2798,1,0,0,0,23.870,23.940,23.872
1166000,97.481,77.892,58.381,5.2820,0.2823,1,0,0,0,24.160,24.005,23.886
1167000,97.415,77.772,58.049,5.2790,0.2793,1,0,0,0,23.895,24.809,24.243
1168000,97.322,77.771,58.257,5.2775,0.2778,1,0,0,0,23.498,24.093,23.597
1169000,97.497,77.951,58.310,5.2790,0.2793,1,0,0,0,23.858,24.194,23.357
1170000,97.331,77.739,58.302,5.2817,0.2820,1,0,0,0,23.679,24.131,23.870
1171000,97.486,77.762,58.229,5.2806,0.2809,1,0,0,0,24.080,23.921,24.279
1172000,97.390,77.778,58.236,5.2801,0.2804,1,0,0,0,24.096,24.388,24.077
1173000,97.666,77.874,58.310,5.2804,0.2807,1,0,0,0,23.502,23.913,24.257
1174000,97.587,77.928,58.354,5.2789,0.2792,1,0,0,0,24.228,24.317,23.395
1175000,97.530,77.966,58.351,5.2796,0.2799,1,0,0,0,23.666,23.900,24.095
1176000,97.631,78.126,58.400,5.2803,0.2807,1,0,0,0,24.468,23.712,24.196
1177000,97.469,77.754,58.250,5.2800,0.2803,1,0,0,0,23.985,24.110,23.595
1178000,97.588,77.997,58.328,5.2823,0.2826,1,0,0,0,23.626,23.669,24.259
1179000,97.568,77.917,58.285,5.2814,0.2817,1,0,0,0,23.657,24.161,23.967
1180000,97.581,77.928,58.344,5.2777,0.2781,1,0,0,0,24.104,23.642,24.921
1181000,97.669,77.939,58.470,5.2806,0.2809,1,0,0,0,23.883,23.904,23.347
1182000,97.633,77.929,58.412,5.2812,0.2815,1,0,0,0,23.971,23.570,24.411
1183000,97.605,78.150,58.626,5.2817,0.2821,1,0,0,0,24.484,24.847,23.882
1184000,97.457,78.096,58.447,5.2793,0.2796,1,0,0,0,23.790,23.504,23.515
1185000,97.520,78.044,58.450,5.2846,0.2849,1,0,0,0,24.018,24.003,23.842
1186000,97.594,78.164,58.468,5.2787,0.2790,1,0,0,0,24.426,24.343,24.083
1187000,97.619,77.948,58.423,5.2785,0.2788,1,0,0,0,24.081,24.311,24.311
1188000,97.528,77.976,58.484,5.2805,0.2808,1,0,0,0,23.518,24.255,24.517
1189000,97.819,77.922,58.592,5.2838,0.2841,1,0,0,0,24.152,23.905,24.427
1190000,97.755,78.053,58.525,5.2794,0.2798,1,0,0,0,23.651,24.405,23.710
1191000,97.689,78.136,58.467,5.2803,0.2806,1,0,0,0,24.422,24.274,24.339
1192000,97.654,78.144,58.471,5.2823,0.2826,1,0,0,0,23.753,24.064,24.117
1193000,97.638,78.161,58.523,5.2807,0.2810,1,0,0,0,24.891,24.072,23.804
1194000,97.586,78.049,58.579,5.2800,0.2803,1,0,0,0,24.440,23.909,23.936
1195000,97.676,78.240,58.682,5.2820,0.2824,1,0,0,0,23.761,23.727,23.787
1196000,97.697,78.208,58.493,5.2813,0.2816,1,0,0,0,24.006,24.371,24.011
1197000,97.584,78.260,58.589,5.2825,0.2828,1,0,0,0,24.226,24.394,23.781
1198000,97.718,78.063,58.640,5.2828,0.2831,1,0,0,0,24.235,23.735,23.692
1199000,97.686,78.253,58.496,5.2814,0.2817,1,0,0,0,24.133,23.954,24.144
1200000,99.922,84.884,70.030,5.3166,0.3169,1,0,0,0,24.376,23.957,24.189
1201000,100.160,84.933,69.910,5.3168,0.3171,1,0,0,0,23.963,23.990,23.944
1202000,100.204,85.158,69.866,5.3176,0.3180,1,0,0,0,23.890,24.019,24.410
1203000,100.232,84.938,69.945,5.3167,0.3170,1,0,0,0,23.896,24.284,23.922
1204000,100.081,84.645,69.728,5.3154,0.3158,1,0,0,0,24.258,23.776,23.909
1205000,99.809,84.849,70.003,5.3177,0.3180,1,0,0,0,24.110,23.746,24.198
1206000,99.903,84.666,70.254,5.3183,0.3186,1,0,0,0,24.087,24.371,23.960
1207000,99.842,85.102,69.924,5.3141,0.3144,1,0,0,0,24.239,23.861,24.025
1208000,100.005,85.000,69.958,5.3164,0.3167,1,0,0,0,23.385,23.621,23.244
1209000,100.019,84.999,69.802,5.3152,0.3155,1,0,0,0,24.093,23.854,24.005
1210000,99.902,85.236,70.044,5.3164,0.3167,1,0,0,0,24.066,23.901,23.452
1211000,99.947,85.081,69.803,5.3169,0.3172,1,0,0,0,24.501,24.466,23.634
1212000,99.928,84.645,69.813,5.3163,0.3167,1,0,0,0,23.541,24.277,23.599
1213000,99.918,85.181,69.994,5.3165,0.3169,1,0,0,0,24.467,24.344,23.687
1214000,99.936,84.898,69.788,5.3130,0.3133,1,0,0,0,24.023,24.246,23.835
1215000,99.975,84.982,70.171,5.3152,0.3155,1,0,0,0,24.147,24.284,23.854
1216000,99.930,84.705,70.002,5.3171,0.3174,1,0,0,0,24.503,23.794,24.199
1217000,99.716,84.740,70.020,5.3114,0.3117,1,0,0,0,24.168,23.940,24.067
1218000,100.119,85.094,69.838,5.3184,0.3187,1,0,0,0,24.120,23.703,23.430
